transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
NM_001163793.1	1	1	FALSE	FALSE
NM_173765.3	1	1	FALSE	FALSE
NM_025939.2	1	1	FALSE	FALSE
NM_206935.1	1	1	FALSE	FALSE
NM_025691.1	1	1	FALSE	FALSE
NM_027970.1	1	1	FALSE	FALSE
NR_077218.1	1	1	FALSE	FALSE
NM_175606.3	1	1	FALSE	FALSE
NM_001159901.1	1	1	FALSE	FALSE
NM_001159900.1	1	1	FALSE	FALSE
NM_001289764.1	1	1	FALSE	FALSE
NM_001289768.1	2	1	TRUE	FALSE
NM_001289767.1	1	1	FALSE	FALSE
NM_019836.3	1	1	FALSE	FALSE
NM_183284.3	1	1	FALSE	FALSE
NM_011263.2	1	1	FALSE	FALSE
NM_001159518.1	1	4	FALSE	TRUE
NM_008048.3	1	1	FALSE	FALSE
NR_131050.1	1	1	FALSE	FALSE
NR_138557.1	1	1	FALSE	FALSE
NR_035415.1	1	1	FALSE	FALSE
NM_153801.3	1	1	FALSE	FALSE
NM_007683.4	1	1	FALSE	FALSE
NM_019992.4	1	1	FALSE	FALSE
NM_001345904.1	1	1	FALSE	FALSE
NM_001310639.1	1	1	FALSE	FALSE
NM_001345902.1	1	1	FALSE	FALSE
NM_001345903.1	1	1	FALSE	FALSE
NM_001310651.1	1	1	FALSE	FALSE
NM_001310653.1	4	1	TRUE	FALSE
NM_010323.2	2	1	TRUE	FALSE
NM_145561.2	1	1	FALSE	FALSE
NM_001033233.2	1	1	FALSE	FALSE
NM_178730.3	1	1	FALSE	FALSE
NM_172880.2	1	1	FALSE	FALSE
NM_177024.4	1	1	FALSE	FALSE
NM_177680.3	1	1	FALSE	FALSE
NM_001347375.1	1	1	FALSE	FALSE
NM_001347376.1	1	1	FALSE	FALSE
NM_172881.3	5	3	TRUE	TRUE
NM_152811.1	1	1	FALSE	FALSE
NM_001029867.1	1	1	FALSE	FALSE
NM_009467.3	1	1	FALSE	FALSE
NM_053215.3	1	1	FALSE	FALSE
NM_028094.3	1	1	FALSE	FALSE
NM_133894.2	1	1	FALSE	FALSE
NM_053184.2	1	1	FALSE	FALSE
NM_019878.4	1	1	FALSE	FALSE
NM_001024148.1	1	1	FALSE	FALSE
NM_007784.3	1	1	FALSE	FALSE
NM_001286016.1	1	1	FALSE	FALSE
NM_001286015.1	1	1	FALSE	FALSE
NM_023135.2	1	1	FALSE	FALSE
NR_039550.1	1	1	FALSE	FALSE
NM_001286021.1	1	1	FALSE	FALSE
NM_001286023.1	1	1	FALSE	FALSE
NM_001286022.1	1	1	FALSE	FALSE
NM_009972.2	1	1	FALSE	FALSE
NM_001286020.1	1	1	FALSE	FALSE
NM_001304769.1	1	1	FALSE	FALSE
NM_007785.2	1	1	FALSE	FALSE
NM_001286024.1	1	1	FALSE	FALSE
NM_001304765.1	1	1	FALSE	FALSE
NM_001304768.1	1	1	FALSE	FALSE
NM_001304767.1	4	1	TRUE	FALSE
NM_001163551.1	1	1	FALSE	FALSE
NM_007786.4	1	1	FALSE	FALSE
NM_027128.2	1	1	FALSE	FALSE
NR_003652.2	1	1	FALSE	FALSE
NM_028648.3	1	1	FALSE	FALSE
NM_001305431.1	1	2	FALSE	TRUE
NM_027631.2	1	1	FALSE	FALSE
NM_011422.3	1	2	FALSE	TRUE
NM_021289.2	1	2	FALSE	TRUE
NM_001252681.1	1	1	FALSE	FALSE
NM_001252680.1	1	1	FALSE	FALSE
NM_001252679.1	1	1	FALSE	FALSE
NR_126428.1	1	1	FALSE	FALSE
NM_001110779.1	1	1	FALSE	FALSE
NM_008644.2	1	1	FALSE	FALSE
NM_009664.2	1	1	FALSE	FALSE
NM_027793.1	1	1	FALSE	FALSE
NM_001303431.1	1	1	FALSE	FALSE
NM_152839.3	1	1	FALSE	FALSE
NM_023054.1	1	1	FALSE	FALSE
NM_017468.3	1	1	FALSE	FALSE
NM_178700.5	1	1	FALSE	FALSE
NM_001098476.2	1	1	FALSE	FALSE
NM_007832.4	1	1	FALSE	FALSE
NM_008096.2	1	1	FALSE	FALSE
NM_133192.3	1	1	FALSE	FALSE
NR_037571.1	1	1	FALSE	FALSE
NM_001163456.1	1	1	FALSE	FALSE
NM_001033310.3	1	1	FALSE	FALSE
NR_028088.1	1	1	FALSE	FALSE
NR_045618.1	1	1	FALSE	FALSE
NM_009654.4	1	1	FALSE	FALSE
NM_007423.4	1	1	FALSE	FALSE
NM_145146.2	1	1	FALSE	FALSE
NM_028478.3	1	1	FALSE	FALSE
NM_001310656.1	1	1	FALSE	FALSE
NM_203320.3	1	1	FALSE	FALSE
NM_023785.3	1	1	FALSE	FALSE
NM_019932.4	1	1	FALSE	FALSE
NM_009141.3	1	1	FALSE	FALSE
NM_011339.2	1	1	FALSE	FALSE
NM_008176.3	1	1	FALSE	FALSE
NM_009140.2	1	1	FALSE	FALSE
NM_007950.2	1	1	FALSE	FALSE
NM_053087.2	1	2	FALSE	TRUE
NM_009704.4	1	1	FALSE	FALSE
NR_040428.1	1	1	FALSE	FALSE
NM_007568.5	1	1	FALSE	FALSE
NR_045383.1	1	1	FALSE	FALSE
NM_001271797.1	1	1	FALSE	FALSE
NM_026557.4	1	1	FALSE	FALSE
NM_001177577.1	1	1	FALSE	FALSE
NR_073442.1	1	1	FALSE	FALSE
NR_028429.1	1	1	FALSE	FALSE
NM_011816.4	1	1	FALSE	FALSE
NM_001080795.2	1	1	FALSE	FALSE
NM_001080797.2	1	2	FALSE	TRUE
NM_001080796.2	1	1	FALSE	FALSE
NM_001080794.2	1	1	FALSE	FALSE
NM_011148.3	1	1	FALSE	FALSE
NR_033483.1	1	1	FALSE	FALSE
NM_019494.1	1	1	FALSE	FALSE
NM_021274.2	1	1	FALSE	FALSE
NM_172713.2	1	1	FALSE	FALSE
NM_008599.4	1	1	FALSE	FALSE
NR_038116.1	1	1	FALSE	FALSE
NM_183392.2	2	1	TRUE	FALSE
NR_105843.1	1	1	FALSE	FALSE
NM_007644.4	1	1	FALSE	FALSE
NM_001170571.1	1	1	FALSE	FALSE
NM_001033478.2	1	1	FALSE	FALSE
NM_175096.3	1	1	FALSE	FALSE
NR_035487.1	1	1	FALSE	FALSE
NM_175270.4	1	1	FALSE	FALSE
NM_001310669.1	1	1	FALSE	FALSE
NM_001347377.1	1	1	FALSE	FALSE
NM_001310671.1	1	1	FALSE	FALSE
NM_001009818.2	3	1	TRUE	FALSE
NM_029363.1	1	1	FALSE	FALSE
NM_007635.4	1	1	FALSE	FALSE
NM_001164284.1	1	1	FALSE	FALSE
NM_001164285.1	1	1	FALSE	FALSE
NM_198667.1	4	1	TRUE	FALSE
NM_001270457.1	1	1	FALSE	FALSE
NM_177913.4	2	1	TRUE	FALSE
NM_178894.4	1	1	FALSE	FALSE
NM_001243937.1	1	1	FALSE	FALSE
NM_001243938.1	1	1	FALSE	FALSE
NM_001031622.2	1	1	FALSE	FALSE
NM_001200055.1	3	1	TRUE	FALSE
NM_001270456.1	1	1	FALSE	FALSE
NM_177187.4	1	1	FALSE	FALSE
NM_001122678.2	1	4	FALSE	TRUE
NM_001167792.1	1	1	FALSE	FALSE
NM_001167793.1	1	1	FALSE	FALSE
NM_001122668.1	1	1	FALSE	FALSE
NM_018866.2	1	1	FALSE	FALSE
NM_053158.3	1	1	FALSE	FALSE
NM_001039084.1	1	1	FALSE	FALSE
NM_013470.2	1	1	FALSE	FALSE
NR_131152.1	1	1	FALSE	FALSE
NM_198422.2	1	1	FALSE	FALSE
NM_080708.1	1	3	FALSE	TRUE
NM_010294.1	4	1	TRUE	FALSE
NM_029947.2	1	1	FALSE	FALSE
NM_001277268.1	2	1	TRUE	FALSE
NM_010203.5	1	1	FALSE	FALSE
NR_030484.1	1	1	FALSE	FALSE
NM_001310677.2	1	2	FALSE	TRUE
NM_173404.5	1	1	FALSE	FALSE
NM_007516.3	2	1	TRUE	FALSE
NM_001077266.2	2	1	TRUE	FALSE
NM_001077265.2	1	1	FALSE	FALSE
NM_001077267.2	2	3	TRUE	TRUE
NR_045993.1	1	1	FALSE	FALSE
NM_001163035.1	1	1	FALSE	FALSE
NM_016690.4	1	1	FALSE	FALSE
NM_026421.3	1	1	FALSE	FALSE
NR_027990.1	1	1	FALSE	FALSE
NR_040679.1	1	1	FALSE	FALSE
NM_172714.4	1	1	FALSE	FALSE
NR_034038.1	1	1	FALSE	FALSE
NM_001115010.1	1	1	FALSE	FALSE
NM_001346583.1	1	1	FALSE	FALSE
NM_139198.2	1	1	FALSE	FALSE
NM_152803.5	1	1	FALSE	FALSE
NM_172405.3	3	1	TRUE	FALSE
NM_026826.1	1	3	FALSE	TRUE
NM_172715.3	1	1	FALSE	FALSE
NM_144955.2	1	1	FALSE	FALSE
NM_173370.3	1	1	FALSE	FALSE
NM_028824.1	2	1	TRUE	FALSE
NM_029415.2	1	1	FALSE	FALSE
NM_001163550.1	1	1	FALSE	FALSE
NM_178741.3	1	1	FALSE	FALSE
NM_001163486.1	1	1	FALSE	FALSE
NM_028794.4	1	1	FALSE	FALSE
NM_198030.2	1	1	FALSE	FALSE
NM_053262.3	1	1	FALSE	FALSE
NR_049192.1	1	1	FALSE	FALSE
NM_010080.3	1	1	FALSE	FALSE
NM_010097.4	1	1	FALSE	FALSE
NM_008318.3	1	1	FALSE	FALSE
NM_016779.2	2	1	TRUE	FALSE
NM_001204202.1	1	1	FALSE	FALSE
NM_001204233.1	1	1	FALSE	FALSE
NM_009263.3	3	4	TRUE	TRUE
NM_001204201.1	1	1	FALSE	FALSE
NM_001204203.1	3	1	TRUE	FALSE
NM_001166581.1	1	1	FALSE	FALSE
NR_030673.1	1	6	FALSE	TRUE
NM_001346671.1	1	1	FALSE	FALSE
NM_001346672.1	1	1	FALSE	FALSE
NM_030239.2	1	2	FALSE	TRUE
NM_172777.3	2	1	TRUE	FALSE
NM_029509.4	1	1	FALSE	FALSE
NM_001039646.2	1	2	FALSE	TRUE
NM_194336.2	1	2	FALSE	TRUE
NR_132129.1	1	1	FALSE	FALSE
NM_001039647.3	1	1	FALSE	FALSE
NM_001033550.2	1	1	FALSE	FALSE
NM_133897.2	1	1	FALSE	FALSE
NR_136913.1	1	1	FALSE	FALSE
NM_001005477.1	1	1	FALSE	FALSE
NM_177873.3	1	1	FALSE	FALSE
NM_001252516.1	1	1	FALSE	FALSE
NM_001271568.1	1	1	FALSE	FALSE
NM_001271567.1	1	1	FALSE	FALSE
NM_001271566.1	1	1	FALSE	FALSE
NM_009863.3	1	4	FALSE	TRUE
NM_027599.3	1	1	FALSE	FALSE
NM_001001804.2	1	1	FALSE	FALSE
NM_133248.2	1	1	FALSE	FALSE
NM_001168557.1	1	2	FALSE	TRUE
NM_001161738.1	1	1	FALSE	FALSE
NM_182745.2	1	1	FALSE	FALSE
NM_175241.1	1	1	FALSE	FALSE
NM_001161739.1	1	1	FALSE	FALSE
NM_001007574.2	1	1	FALSE	FALSE
NM_001267621.1	1	1	FALSE	FALSE
NM_010278.2	1	1	FALSE	FALSE
NR_046195.1	1	1	FALSE	FALSE
NR_045871.1	1	1	FALSE	FALSE
NM_001276397.1	1	1	FALSE	FALSE
NM_016980.2	1	1	FALSE	FALSE
NM_026062.4	1	3	FALSE	TRUE
NM_028876.2	1	2	FALSE	TRUE
NM_013827.3	1	1	FALSE	FALSE
NM_001253880.1	1	1	FALSE	FALSE
NM_001253879.1	1	1	FALSE	FALSE
NM_001253878.1	1	1	FALSE	FALSE
NM_001253877.1	1	1	FALSE	FALSE
NR_045608.1	1	1	FALSE	FALSE
NM_001347383.1	1	1	FALSE	FALSE
NM_026106.4	1	1	FALSE	FALSE
NM_001081234.2	2	1	TRUE	FALSE
NM_001310689.1	1	1	FALSE	FALSE
NM_172883.2	1	1	FALSE	FALSE
NM_007507.2	1	1	FALSE	FALSE
NM_172716.4	1	1	FALSE	FALSE
NM_001282051.1	1	1	FALSE	FALSE
NM_001163532.1	2	2	TRUE	TRUE
NM_001163531.1	1	1	FALSE	FALSE
NM_028223.3	1	1	FALSE	FALSE
NM_153569.2	1	1	FALSE	FALSE
NM_001282052.1	1	1	FALSE	FALSE
NM_054071.2	1	1	FALSE	FALSE
NM_172997.1	3	2	TRUE	TRUE
NM_001310692.1	4	1	TRUE	FALSE
NM_008325.4	1	1	FALSE	FALSE
NR_040691.1	1	1	FALSE	FALSE
NM_001164259.1	1	1	FALSE	FALSE
NM_174870.4	1	1	FALSE	FALSE
NM_001310691.1	2	1	TRUE	FALSE
NM_001104620.1	1	1	FALSE	FALSE
NM_001104621.1	1	1	FALSE	FALSE
NM_009491.3	1	1	FALSE	FALSE
NM_001104623.1	1	2	FALSE	TRUE
NM_001104625.1	1	1	FALSE	FALSE
NM_001104626.1	1	1	FALSE	FALSE
NM_001104627.1	1	1	FALSE	FALSE
NM_001164735.1	2	1	TRUE	FALSE
NM_016715.4	1	1	FALSE	FALSE
NM_001310694.1	1	1	FALSE	FALSE
NR_027964.1	1	1	FALSE	FALSE
NR_040366.1	1	1	FALSE	FALSE
NM_145563.2	1	1	FALSE	FALSE
NM_172717.4	1	1	FALSE	FALSE
NM_001281812.1	1	1	FALSE	FALSE
NM_001163996.1	1	1	FALSE	FALSE
NM_001289579.1	1	1	FALSE	FALSE
NM_001289578.1	1	1	FALSE	FALSE
NM_001289577.1	1	1	FALSE	FALSE
NM_008146.3	1	1	FALSE	FALSE
NM_145147.5	1	1	FALSE	FALSE
NM_001289580.1	1	1	FALSE	FALSE
NR_040430.1	1	1	FALSE	FALSE
NR_040431.1	1	1	FALSE	FALSE
NM_001347389.1	1	1	FALSE	FALSE
NM_153400.4	1	1	FALSE	FALSE
NM_011132.2	1	1	FALSE	FALSE
NM_008993.2	1	1	FALSE	FALSE
NM_001163538.1	1	1	FALSE	FALSE
NM_001164833.1	1	1	FALSE	FALSE
NM_028273.3	1	1	FALSE	FALSE
NM_001310700.1	1	1	FALSE	FALSE
NM_001310709.1	1	1	FALSE	FALSE
NM_001164834.1	1	1	FALSE	FALSE
NM_001310701.1	1	1	FALSE	FALSE
NR_132326.1	2	1	TRUE	FALSE
NM_001317042.1	1	1	FALSE	FALSE
NM_198306.3	1	1	FALSE	FALSE
NR_104449.1	1	1	FALSE	FALSE
NM_001122639.2	1	2	FALSE	TRUE
NR_102290.1	1	2	FALSE	TRUE
NM_027156.3	1	1	FALSE	FALSE
NR_105993.1	1	1	FALSE	FALSE
NM_153570.2	1	1	FALSE	FALSE
NM_016681.3	2	1	TRUE	FALSE
NM_001025562.2	1	2	FALSE	TRUE
NM_009469.3	1	1	FALSE	FALSE
NM_153571.2	1	1	FALSE	FALSE
NM_019700.4	1	1	FALSE	FALSE
NM_001347390.1	1	1	FALSE	FALSE
NM_001347394.1	1	1	FALSE	FALSE
NM_001025561.3	1	1	FALSE	FALSE
NR_030482.1	1	3	FALSE	TRUE
NM_019640.5	1	1	FALSE	FALSE
NM_001301666.1	1	1	FALSE	FALSE
NM_001301644.1	1	1	FALSE	FALSE
NM_001301643.1	1	1	FALSE	FALSE
NM_001081235.1	1	2	FALSE	TRUE
NR_015546.2	1	1	FALSE	FALSE
NR_045832.1	1	1	FALSE	FALSE
NR_045834.1	1	1	FALSE	FALSE
NR_045833.1	1	1	FALSE	FALSE
NM_009419.4	1	1	FALSE	FALSE
NR_033657.1	1	1	FALSE	FALSE
NR_045378.1	1	1	FALSE	FALSE
NM_023695.3	1	1	FALSE	FALSE
NM_021351.2	1	1	FALSE	FALSE
NM_001312895.1	1	1	FALSE	FALSE
NM_001312894.1	1	1	FALSE	FALSE
NM_001312893.1	1	1	FALSE	FALSE
NM_001312884.1	1	1	FALSE	FALSE
NR_045377.1	1	1	FALSE	FALSE
NM_001326590.1	1	1	FALSE	FALSE
NR_003718.2	1	1	FALSE	FALSE
NM_028386.1	1	1	FALSE	FALSE
NM_138646.3	1	1	FALSE	FALSE
NM_001039228.4	1	1	FALSE	FALSE
NM_001177504.1	1	2	FALSE	TRUE
NM_027323.2	3	1	TRUE	FALSE
NR_045397.1	1	1	FALSE	FALSE
NR_045396.1	1	1	FALSE	FALSE
NR_040676.1	1	1	FALSE	FALSE
NR_040675.1	1	1	FALSE	FALSE
NM_021352.3	1	1	FALSE	FALSE
NM_001159650.1	1	1	FALSE	FALSE
NM_007773.4	1	1	FALSE	FALSE
NM_001033428.2	1	1	FALSE	FALSE
NR_106088.1	1	1	FALSE	FALSE
NM_001254731.1	1	1	FALSE	FALSE
NR_106089.1	1	1	FALSE	FALSE
NM_001012726.2	1	1	FALSE	FALSE
NM_001162965.1	1	1	FALSE	FALSE
NM_001309526.1	3	1	TRUE	FALSE
NM_177292.3	1	1	FALSE	FALSE
NM_001010825.3	2	1	TRUE	FALSE
NR_033216.1	1	1	FALSE	FALSE
NM_025526.4	1	1	FALSE	FALSE
NM_146162.2	1	1	FALSE	FALSE
NM_009151.3	1	4	FALSE	TRUE
NM_010018.3	1	1	FALSE	FALSE
NM_001286397.1	1	1	FALSE	FALSE
NM_001286396.1	1	1	FALSE	FALSE
NM_198109.4	1	1	FALSE	FALSE
NM_175016.2	1	1	FALSE	FALSE
NM_001033202.3	1	1	FALSE	FALSE
NM_011677.2	1	1	FALSE	FALSE
NM_001040691.1	1	3	FALSE	TRUE
NM_148935.2	1	1	FALSE	FALSE
NM_133904.2	1	1	FALSE	FALSE
NM_001159941.1	1	2	FALSE	TRUE
NR_105994.1	1	1	FALSE	FALSE
NM_001164573.1	1	1	FALSE	FALSE
NM_026145.4	1	1	FALSE	FALSE
NM_054093.3	1	1	FALSE	FALSE
NR_138602.1	1	1	FALSE	FALSE
NM_001331219.1	1	1	FALSE	FALSE
NM_029956.3	1	1	FALSE	FALSE
NM_001306205.1	1	1	FALSE	FALSE
NM_023556.3	1	1	FALSE	FALSE
NM_001347398.1	1	1	FALSE	FALSE
NM_022017.3	1	1	FALSE	FALSE
NM_001004180.1	1	1	FALSE	FALSE
NM_001077359.1	1	1	FALSE	FALSE
NR_027817.1	1	4	FALSE	TRUE
NM_019834.3	1	1	FALSE	FALSE
NM_026718.2	1	1	FALSE	FALSE
NR_027818.1	1	2	FALSE	TRUE
NM_029992.2	1	1	FALSE	FALSE
NM_001077360.1	1	1	FALSE	FALSE
NR_105995.1	1	1	FALSE	FALSE
NR_027872.1	1	1	FALSE	FALSE
NM_001347400.1	1	1	FALSE	FALSE
NR_105748.1	1	1	FALSE	FALSE
NM_026263.2	1	1	FALSE	FALSE
NM_181075.3	1	1	FALSE	FALSE
NM_028211.1	1	1	FALSE	FALSE
NM_011854.2	1	1	FALSE	FALSE
NM_145209.3	1	1	FALSE	FALSE
NM_013879.2	3	4	TRUE	TRUE
NM_001310712.1	1	1	FALSE	FALSE
NM_001271590.1	2	1	TRUE	FALSE
NM_001310715.1	2	7	TRUE	TRUE
NM_175352.4	1	5	FALSE	TRUE
NM_007383.3	1	4	FALSE	TRUE
NM_001271591.1	1	1	FALSE	FALSE
NM_175403.3	2	1	TRUE	FALSE
NM_016698.2	1	1	FALSE	FALSE
NM_026398.4	1	1	FALSE	FALSE
NM_001302449.1	1	1	FALSE	FALSE
NM_025573.3	5	1	TRUE	FALSE
NM_026504.2	1	1	FALSE	FALSE
NM_019682.4	1	1	FALSE	FALSE
NM_001302448.1	1	3	FALSE	TRUE
NM_029645.3	1	1	FALSE	FALSE
NR_036616.1	1	4	FALSE	TRUE
NR_131932.1	1	1	FALSE	FALSE
NM_007748.3	1	1	FALSE	FALSE
NM_008629.1	6	1	TRUE	FALSE
NR_105996.1	1	1	FALSE	FALSE
NM_133760.1	1	1	FALSE	FALSE
NM_007475.5	1	1	FALSE	FALSE
NM_001167691.1	1	1	FALSE	FALSE
NM_011223.3	1	1	FALSE	FALSE
NM_133915.3	1	1	FALSE	FALSE
NM_198163.1	1	1	FALSE	FALSE
NR_105997.1	1	1	FALSE	FALSE
NR_027810.1	1	1	FALSE	FALSE
NM_001080808.1	1	1	FALSE	FALSE
NM_031869.2	1	3	FALSE	TRUE
NM_001101546.1	1	1	FALSE	FALSE
NR_110475.1	1	1	FALSE	FALSE
NM_030704.3	1	1	FALSE	FALSE
NR_015595.3	1	1	FALSE	FALSE
NM_178622.5	1	4	FALSE	TRUE
NM_001122666.2	1	1	FALSE	FALSE
NM_018858.2	1	1	FALSE	FALSE
NM_028128.1	1	1	FALSE	FALSE
NM_021539.4	1	1	FALSE	FALSE
NM_001033311.3	1	1	FALSE	FALSE
NM_008712.3	1	1	FALSE	FALSE
NM_145564.4	1	2	FALSE	TRUE
NM_021344.3	1	1	FALSE	FALSE
NM_001346588.1	1	1	FALSE	FALSE
NM_007545.2	1	1	FALSE	FALSE
NM_001081236.1	1	1	FALSE	FALSE
NR_040694.1	1	1	FALSE	FALSE
NR_040693.1	1	1	FALSE	FALSE
NR_046033.1	2	1	TRUE	FALSE
NR_045702.1	1	1	FALSE	FALSE
NR_046178.1	1	1	FALSE	FALSE
NM_198052.2	1	1	FALSE	FALSE
NM_011535.3	1	1	FALSE	FALSE
NR_040416.1	4	1	TRUE	FALSE
NM_011537.3	1	1	FALSE	FALSE
NR_045793.1	1	1	FALSE	FALSE
NM_008499.5	1	1	FALSE	FALSE
NM_133221.2	1	1	FALSE	FALSE
NM_145565.1	1	1	FALSE	FALSE
NM_023625.4	1	1	FALSE	FALSE
NM_001177595.1	1	1	FALSE	FALSE
NM_001177594.1	1	1	FALSE	FALSE
NM_133902.2	1	1	FALSE	FALSE
NM_029408.2	1	1	FALSE	FALSE
NM_029096.3	1	1	FALSE	FALSE
NM_008052.3	1	1	FALSE	FALSE
NM_133908.1	1	1	FALSE	FALSE
NM_001195094.1	1	1	FALSE	FALSE
NM_001281999.1	1	1	FALSE	FALSE
NM_013832.4	1	1	FALSE	FALSE
NM_028041.2	1	1	FALSE	FALSE
NR_003507.1	1	1	FALSE	FALSE
NM_145226.2	1	1	FALSE	FALSE
NM_145210.2	1	1	FALSE	FALSE
NM_033541.4	1	1	FALSE	FALSE
NM_001083925.1	1	1	FALSE	FALSE
NM_145227.3	1	1	FALSE	FALSE
NM_001347450.1	1	1	FALSE	FALSE
NM_001347448.1	1	1	FALSE	FALSE
NR_126529.1	1	2	FALSE	TRUE
NM_001159934.1	2	1	TRUE	FALSE
NM_145211.2	1	1	FALSE	FALSE
NM_133893.3	4	1	TRUE	FALSE
NM_145228.2	1	1	FALSE	FALSE
NM_011852.3	1	1	FALSE	FALSE
NM_011202.3	1	1	FALSE	FALSE
NM_011290.5	1	1	FALSE	FALSE
NM_001109992.1	1	1	FALSE	FALSE
NM_029912.2	1	1	FALSE	FALSE
NM_172722.3	1	1	FALSE	FALSE
NM_026129.2	1	1	FALSE	FALSE
NM_172125.2	1	2	FALSE	TRUE
NM_001161627.1	1	2	FALSE	TRUE
NM_001161626.1	1	1	FALSE	FALSE
NM_178799.3	1	1	FALSE	FALSE
NM_010765.2	1	1	FALSE	FALSE
NM_172126.2	1	1	FALSE	FALSE
NM_009656.4	1	1	FALSE	FALSE
NM_001308450.1	2	1	TRUE	FALSE
NM_001289544.1	2	1	TRUE	FALSE
NM_001289543.1	1	1	FALSE	FALSE
NM_028227.3	1	5	FALSE	TRUE
NM_175474.3	1	1	FALSE	FALSE
NR_105998.1	1	1	FALSE	FALSE
NM_001306127.1	1	1	FALSE	FALSE
NM_008507.4	1	1	FALSE	FALSE
NM_001306128.1	1	1	FALSE	FALSE
NM_001306126.1	1	1	FALSE	FALSE
NM_001289811.1	1	1	FALSE	FALSE
NM_010861.4	1	1	FALSE	FALSE
NM_001289809.1	1	1	FALSE	FALSE
NM_183307.4	1	2	FALSE	TRUE
NM_001042489.2	1	1	FALSE	FALSE
NM_001039153.3	1	1	FALSE	FALSE
NM_028752.3	1	1	FALSE	FALSE
NR_104441.1	1	1	FALSE	FALSE
NM_019780.1	1	1	FALSE	FALSE
NM_019824.4	1	1	FALSE	FALSE
NM_144912.3	1	1	FALSE	FALSE
NM_026883.3	1	1	FALSE	FALSE
NM_024216.1	1	1	FALSE	FALSE
NM_001347453.1	1	1	FALSE	FALSE
NR_027838.1	1	1	FALSE	FALSE
NM_001110140.3	1	1	FALSE	FALSE
NM_019805.4	1	1	FALSE	FALSE
NM_009722.3	1	1	FALSE	FALSE
NM_001038887.1	1	3	FALSE	TRUE
NM_011026.3	1	1	FALSE	FALSE
NM_001199676.1	1	1	FALSE	FALSE
NM_145358.2	1	1	FALSE	FALSE
NM_001310720.1	1	2	FALSE	TRUE
NM_001310718.1	1	3	FALSE	TRUE
NM_030564.1	1	1	FALSE	FALSE
NM_013910.2	1	1	FALSE	FALSE
NM_175423.3	1	1	FALSE	FALSE
NM_029112.1	1	1	FALSE	FALSE
NR_045820.1	1	1	FALSE	FALSE
NM_001347456.1	1	3	FALSE	TRUE
NM_001040398.2	1	1	FALSE	FALSE
NM_008277.2	1	1	FALSE	FALSE
NM_175092.3	1	1	FALSE	FALSE
NM_026000.2	1	2	FALSE	TRUE
NM_177582.3	1	1	FALSE	FALSE
NM_133917.3	1	2	FALSE	TRUE
NM_029850.3	1	1	FALSE	FALSE
NM_001289821.1	1	1	FALSE	FALSE
NM_029594.1	1	1	FALSE	FALSE
NM_029929.3	1	5	FALSE	TRUE
NM_198611.2	1	1	FALSE	FALSE
NM_001289822.1	1	1	FALSE	FALSE
NM_023232.3	5	1	TRUE	FALSE
NR_106105.1	1	1	FALSE	FALSE
NM_001033461.3	1	1	FALSE	FALSE
NM_027494.3	1	1	FALSE	FALSE
NM_001042421.1	1	1	FALSE	FALSE
NM_175520.4	1	1	FALSE	FALSE
NM_001134767.1	1	1	FALSE	FALSE
NM_026603.4	1	1	FALSE	FALSE
NM_030701.3	1	1	FALSE	FALSE
NM_177876.4	1	1	FALSE	FALSE
NM_025671.2	1	1	FALSE	FALSE
NM_144509.2	1	3	FALSE	TRUE
NR_105999.1	1	1	FALSE	FALSE
NM_019875.2	1	1	FALSE	FALSE
NM_001347478.1	1	4	FALSE	TRUE
NR_045369.1	1	1	FALSE	FALSE
NM_028310.3	1	1	FALSE	FALSE
NM_001134717.2	1	1	FALSE	FALSE
NM_013812.2	1	8	FALSE	TRUE
NM_001310727.1	1	1	FALSE	FALSE
NM_001310723.1	1	1	FALSE	FALSE
NM_029532.2	1	1	FALSE	FALSE
NM_030259.1	1	1	FALSE	FALSE
NM_030241.3	1	1	FALSE	FALSE
NM_001310725.1	1	1	FALSE	FALSE
NM_001190795.1	1	1	FALSE	FALSE
NM_026486.3	1	1	FALSE	FALSE
NM_026409.4	1	1	FALSE	FALSE
NM_181410.3	1	1	FALSE	FALSE
NM_019770.2	1	1	FALSE	FALSE
NM_145371.4	1	1	FALSE	FALSE
NM_144819.2	1	2	FALSE	TRUE
NM_001081750.1	1	1	FALSE	FALSE
NM_028443.2	1	5	FALSE	TRUE
NM_019639.4	1	1	FALSE	FALSE
NM_203319.1	1	1	FALSE	FALSE
NM_030210.1	1	1	FALSE	FALSE
NM_029752.2	1	3	FALSE	TRUE
NR_040685.1	1	1	FALSE	FALSE
NR_045371.1	1	1	FALSE	FALSE
NM_133895.1	1	1	FALSE	FALSE
NM_175284.3	1	1	FALSE	FALSE
NM_021311.3	1	1	FALSE	FALSE
NM_001286034.1	1	1	FALSE	FALSE
NM_001286033.1	1	1	FALSE	FALSE
NM_007941.3	1	1	FALSE	FALSE
NM_009391.3	1	1	FALSE	FALSE
NM_172276.3	1	1	FALSE	FALSE
NM_011846.5	2	1	TRUE	FALSE
NM_172462.4	1	1	FALSE	FALSE
NM_028826.1	1	1	FALSE	FALSE
NM_008095.4	1	1	FALSE	FALSE
NM_025450.4	1	1	FALSE	FALSE
NM_009838.2	3	1	TRUE	FALSE
NR_003681.1	1	1	FALSE	FALSE
NM_011079.3	3	1	TRUE	FALSE
